"Fall154808","Fall of Lord Voldemort celebrations","Event","In early November 1981, a number of celebrations were held by wizards to celebrate what they believed to be the fall of the Dark Wizard Lord Voldemort.","fall","UNKNOWN","http://harrypotter.wikia.com/Fall of Lord Voldemort celebrations","[meeting in secret,]","[]"
"Muggles236","Muggles","Creature","Muggle (Britain) and No-Maj (United States, pl.","","UNKNOWN","http://harrypotter.wikia.com/Muggles","[Muggle,]","[]"
"Oliver458","Oliver Wood","Individual","Oliver Wood (born c.1975 or 1976) was a Scottish wizard who was the Keeper and Captain for the Gryffindor Quidditch team.","wizard","MALE","http://harrypotter.wikia.com/Oliver Wood","[Oliver Wood,]","[]"
"Ghost61","Ghost","Creature","A ghost is the disembodied spirit of a once-living wizard or witch.","spirit","UNKNOWN","http://harrypotter.wikia.com/Ghost","[ghost,]","[]"
"Pomona421","Pomona Sprout","Individual","Madam Professor Pomona Sprout (b. 15 May, 1931 or 1941) was a witch who worked as Head of Hufflepuff House and Head of the Herbology department at Hogwarts School of Witchcraft and Wizardry.","witch","FEMALE","http://harrypotter.wikia.com/Pomona Sprout","[Sprout,]","[]"
"Smeltings9954","Smeltings Academy","School","Smeltings Academy, sometimes referred to as Smeltings, was a Muggle public school that Dudley Dursley and Piers Polkiss attended in the 1990s.","school","UNKNOWN","http://harrypotter.wikia.com/Smeltings Academy","[Smeltings Academy,]","[]"
"Bane4299","Bane","Individual","Bane was a centaur living as part of the Forbidden Forest Centaur colony.","living","MALE","http://harrypotter.wikia.com/Bane","[Bane,]","[]"
"Little678","Little Whinging","Location","Little Whinging is a town in the English county of Surrey.","town","UNKNOWN","http://harrypotter.wikia.com/Little Whinging","[Little Whinging,]","[]"
"Daily371","Daily Prophet","Periodical","The Daily Prophet is a wizarding newspaper based in London.","newspaper","UNKNOWN","http://harrypotter.wikia.com/Daily Prophet","[newspaper,Daily Prophet,]","[]"
"Irma44","Irma Pince","Individual","Madam Irma Pince (fl.","","FEMALE","http://harrypotter.wikia.com/Irma Pince","[Madam Pince,]","[]"
"Sickle1066","Sickle or Silver-Sickle","Object","A Sickle or Silver-Sickle () is a form of currency in the wizarding world that is made out of silver.","form","UNKNOWN","http://harrypotter.wikia.com/Sickle or Silver-Sickle","[Sickle,]","[]"
"Quirinus54","Quirinus Quirrell","Individual","Professor Quirinus Quirrell (26 September,1972 or earlier – 4 June,1992) was a half-blood wizard who attended Hogwarts School of Witchcraft and Wizardry and was sorted into Ravenclaw House.","wizard","MALE","http://harrypotter.wikia.com/Quirinus Quirrell","[Quirrell,Quirinus Quirrell,Man with Two Faces,Professor Quirrell,]","[]"
"Philosophers355","Philosopher's Stone","Object","The Philosopher's Stone was an artificial, rufescent stone with magical properties.","stone","UNKNOWN","http://harrypotter.wikia.com/Philosopher's Stone","[Philosopher's Stone,Stone,You-Know-What,]","[]"
"Hogwarts57","Hogwarts School of Witchcraft and Wizardry","School","Hogwarts School of Witchcraft and Wizardry is the British wizarding school, located in the Highlands of Scotland.","school","UNKNOWN","http://harrypotter.wikia.com/Hogwarts School of Witchcraft and Wizardry","[No One,Hogwarts School of Witchcraft and Wizardry,]","[]"
"Rubeus47","Rubeus Hagrid","Individual","Professor Rubeus Hagrid (b. 6 December 1928) was a half-giant wizard, son of Mr Hagrid and the giantess Fridwulfa, and elder half-brother of the giant Grawp.","wizard","MALE","http://harrypotter.wikia.com/Rubeus Hagrid","[Rubeus Hagrid,Hagrid,The Keeper of the Keys,]","[]"
"Tawny138913","Tawny Owl","Creature","Tawny Owl (binomial name Strix aluco) is a stocky, medium-sized owl commonly found in woodlands across much of Eurasia.","owl","UNKNOWN","http://harrypotter.wikia.com/Tawny Owl","[tawny owl,]","[]"
"Ravenclaw10","Ravenclaw","House","Ravenclaw is one of the four Houses of Hogwarts School of Witchcraft and Wizardry, founded by Rowena Ravenclaw.","one","UNKNOWN","http://harrypotter.wikia.com/Ravenclaw","[Ravenclaw,]","[]"
"Sirius31","Sirius Black","Individual","Sirius Black (3 November,1959 – 18 June, 1996), also known as Padfoot or Snuffles (in his Animagus form) was a pure-blood wizard, the older son of Orion and Walburga Black, and the brother of Regulus Black.","wizard","MALE","http://harrypotter.wikia.com/Sirius Black","[its actual owner,]","[]"
"Ollivanders2420","Ollivanders","Location","Ollivanders is a wand shop founded in 382 B.C..","shop","UNKNOWN","http://harrypotter.wikia.com/Ollivanders","[Ollivanders,]","[]"
"Hogwarts17095","Hogwarts Library","Location","The Hogwarts Library is located off of a corridor on the first-floor of Hogwarts Castle and contains tens of thousands of books on thousands of shelves.","","UNKNOWN","http://harrypotter.wikia.com/Hogwarts Library","[library,]","[]"
"Seamus21","Seamus Finnigan","Individual","Seamus Finnigan (b. 1979/1980) was a half-pure-blood wizard, son of Muggle Mr Finnigan and Irish witch Mrs Finnigan, something that gave Mr Finnigan a "nasty shock" when he first learned it.","wizard","MALE","http://harrypotter.wikia.com/Seamus Finnigan","[Seamus Finnigan,]","[]"
"Cupboard10822","Cupboard Under the Stairs","Location","The Cupboard Under the Stairs was Harry Potter's room in the Dursley household until he was given Dudley Dursley's old room, at 4 Privet Drive in Little Whinging, Surrey.","room","UNKNOWN","http://harrypotter.wikia.com/Cupboard Under the Stairs","[Cupboard Under the Stairs,cupboard,The Cupboard Under the Stairs,]","[]"
"African31327","African prince","Individual","Quirinus Quirrell claimed to have received his turban from an African prince in return for ridding him of a zombie.","","MALE","http://harrypotter.wikia.com/African prince","[African prince,]","[]"
"Malkin9725","Malkin","Individual","Madam Malkin was the owner of Madam Malkin's Robes for All Occasions.","owner","FEMALE","http://harrypotter.wikia.com/Malkin","[Madam Malkin,]","[]"
"Centaur408","Centaur","Creature","A Centaur is a magical creature whose head, torso and arms appear to be human and are joined to a horse's body.","creature","UNKNOWN","http://harrypotter.wikia.com/Centaur","[centaur,]","[]"
"Griphook4441","Griphook","Individual","Griphook was a goblin who worked at Gringotts Wizarding Bank in Diagon Alley.","goblin","MALE","http://harrypotter.wikia.com/Griphook","[Griphook,]","[]"
"Vanishing5399","Vanishing Spell","Spell","The Vanishing Spell (Evanesco) is a Transfiguration spell used to vanish both animate and inanimate objects "into non-being, which is to say, everything".","spell","UNKNOWN","http://harrypotter.wikia.com/Vanishing Spell","[vanishes,Vanishing,]","[]"
"Levitation148451","Levitation Charm","Spell","The Levitation Charm (Wingardium Leviosa) is a charm used to make objects fly, or levitate, taught to first years at Hogwarts School of Witchcraft and Wizardry.","charm","UNKNOWN","http://harrypotter.wikia.com/Levitation Charm","[Wingardium Leviosa,]","[]"
"Potions654","Potions","Class","Potions is a core class and subject taught at Hogwarts School of Witchcraft and Wizardry and Ilvermorny School of Witchcraft and Wizardry.","class","UNKNOWN","http://harrypotter.wikia.com/Potions","[Potions,Potions (class),]","[]"
"Giant635","Giant","Creature","A giant is a very large humanoid which can potentially grow to approximately twenty five feet tall and appear to be a large human.","humanoid","UNKNOWN","http://harrypotter.wikia.com/Giant","[giant,]","[]"
"Madam565","Madam Malkin's Robes for All Occasions","Location","Madam Malkin's Robes for All Occasions, also known as Madam Malkin's Robes or simply Madam Malkin's, was a shop in North Side, Diagon Alley.","shop","UNKNOWN","http://harrypotter.wikia.com/Madam Malkin's Robes for All Occasions","[Madam Malkin's Robes for all Occasions,]","[]"
"Nimbus3649","Nimbus 2000","Broomsticks","The Nimbus 2000 was produced by the Nimbus Racing Broom Company as part of their successful line of racing brooms.","","UNKNOWN","http://harrypotter.wikia.com/Nimbus 2000","[Nimbus 2000,]","[]"
"Harp37429","Harp","Object","A harp is a stringed musical instrument with the plane of its strings positioned perpendicular to the soundboard.","instrument","UNKNOWN","http://harrypotter.wikia.com/Harp","[harp,]","[]"
"Lee629","Lee Jordan","Individual","Lee Jordan (b. 1977/1978) was a wizard, son of Mr and Mrs Jordan, and a Gryffindor student at Hogwarts School of Witchcraft and Wizardry from 1989 to 1996 (a couple of years before Harry).","wizard","MALE","http://harrypotter.wikia.com/Lee Jordan","[Lee Jordan,]","[]"
